Dirty_Solvent_Index,Green_Solvent_Index,Green_Premium
95.39199829101562,102.3875,6.995501708984378
96.07999877929689,102.40515873015873,6.3251599508618455
95.69600219726563,102.64781746031746,6.951815263051827
96.47999877929688,102.64047619047619,6.160477411179315
96.79199829101563,102.53313492063492,5.741136629619291
97.3760009765625,102.82579365079364,5.449792674231148
98.50399780273438,102.85595238095237,4.351954578217999
99.16799926757812,102.39861111111111,3.2306118435329836
98.847998046875,102.72876984126984,3.880771794394832
99.4,102.72142857142858,3.3214285714285694
98.65599975585937,102.5015873015873,3.8455875457279376
99.13599853515626,102.58174603174604,3.4457474965897745
101.25599975585938,103.28690476190476,2.030905006045387
103.05599975585938,103.5670634920635,0.5110637362041217
102.0,103.44722222222222,1.4472222222222229
104.03200073242188,103.63988095238095,-0.39211978004092884
102.94400024414062,103.40753968253969,0.4635394383990672
102.30399780273439,103.87519841269842,1.5712006099640377
100.71199951171874,104.14285714285714,3.4308576311383945
100.35200195312501,103.83551587301588,3.483513919890868
99.69600219726563,104.0906746031746,4.3946724059089775
99.7280029296875,103.90833333333333,4.180330403645826
98.53599853515625,103.66349206349207,5.127493528335819
99.01599731445313,103.8061507936508,4.79015347919767
98.09600219726562,104.37380952380951,6.277807326543893
98.18400268554689,104.01646825396826,5.8324655684213695
98.02399902343751,103.58412698412698,5.560127960689471
98.5280029296875,103.90178571428571,5.373782784598205
98.15999755859374,104.16944444444445,6.009446885850707
96.8239990234375,104.08710317460319,7.263104151165692
96.48800048828124,104.1672619047619,7.6792614164806565
96.80000000000001,103.75992063492063,6.959920634920621
97.85599975585939,103.94007936507937,6.084079609219984
98.65599975585937,103.5452380952381,4.8892383393787355
97.09600219726562,103.83789682539683,6.741894628131206
97.03200073242188,103.98055555555555,6.9485548231336765
96.59199829101563,104.09821428571429,7.506215994698664
97.47999877929688,104.365873015873,6.885874236576129
97.80000000000001,104.12103174603175,6.321031746031736
98.05599975585938,104.12619047619049,6.070190720331112
96.32000122070312,103.7688492063492,7.448847985646083
96.55999755859375,103.31150793650794,6.751510377914187
95.14400024414063,103.15416666666667,8.01016642252604
94.89600219726563,103.05932539682539,8.163323199559755
96.27999877929688,102.36448412698412,6.084485347687249
95.80800170898438,101.78214285714286,5.9741411481584805
94.69600219726563,101.09980158730158,6.403799390035957
94.60800170898438,100.86746031746031,6.2594586084759385
93.047998046875,101.06011904761905,8.01212100074406
93.08800048828125,101.50277777777777,8.414777289496513
93.63200073242189,101.77043650793651,8.138435775514623
92.8239990234375,101.92559523809524,9.101596214657746
93.0,101.79325396825398,8.793253968253978
94.14400024414063,101.3859126984127,7.241912454272068
93.24000244140626,101.60357142857143,8.363568987165166
93.74400024414064,101.18373015873017,7.439729914589535
94.06400146484376,101.93888888888888,7.874887424045127
93.52000122070314,101.80654761904762,8.286546398344484
93.7280029296875,101.94920634920635,8.221203419518844
94.60800170898438,102.27936507936508,7.671363370380703
94.6239990234375,102.02202380952382,7.39802478608631
95.28800048828126,102.01468253968255,6.726682051401298
95.2,101.65734126984127,6.457341269841265
95.72000122070312,101.3125,5.592498779296875
95.93599853515624,101.23015873015873,5.29416019500249
95.48800048828124,101.37281746031746,5.884816972036219
97.18400268554689,101.55297619047619,4.368973504929301
96.95999755859376,101.75813492063493,4.7981373620411745
97.36799926757813,101.53829365079365,4.17029438321552
93.55999755859375,101.50595238095238,7.94595482235863
89.59200134277344,101.62361111111112,12.031609768337674
88.56000061035157,101.81626984126984,13.256269230918278
87.66400146484375,102.02142857142857,14.357427106584822
89.87999877929687,102.2515873015873,12.371588522290438
88.05599975585938,102.68174603174604,14.62574627588667
89.2,103.02440476190476,13.82440476190476
89.2239990234375,102.7420634920635,13.518064468625994
89.06400146484376,102.53472222222223,13.470720757378473
89.9760009765625,102.66488095238095,12.688879975818452
91.74400024414064,102.54503968253968,10.801039438399044
90.46400146484376,102.50019841269842,12.036196947854663
91.447998046875,102.18035714285713,10.732359095982133
89.81600036621094,101.97301587301587,12.157015506804925
90.23200073242188,102.2156746031746,11.983673870752725
90.41600036621094,102.27083333333333,11.854832967122391
89.63999938964844,102.08849206349207,12.448492673843631
88.33599853515625,101.3186507936508,12.982652258494554
86.56799926757813,101.63630952380952,15.068310256231385
87.39200134277344,101.46646825396826,14.074466911194818
86.63200073242189,101.29662698412699,14.664626251705101
85.7040008544922,100.53928571428571,14.835284859793518
87.27200012207032,100.56944444444444,13.297444322374119
86.45599975585938,100.22460317460317,13.768603418743794
87.9279998779297,100.1047619047619,12.176762026832208
88.81600036621094,100.20992063492064,11.393920268709692
89.56000061035157,100.12757936507937,10.567578754727805
90.93599853515624,99.8952380952381,8.959239560081855
90.52000122070314,100.00039682539682,9.480395604693683
89.2959991455078,100.48055555555555,11.184556410047747
89.99200134277345,100.21071428571429,10.21871294294084
90.1519989013672,100.39087301587301,10.238874114505819
90.04800109863282,100.72103174603174,10.673030647398917
89.25599975585938,101.02619047619048,11.770190720331101
88.96000061035156,101.10634920634921,12.146348595997651
89.2239990234375,100.91150793650795,11.687508913070445
88.71199951171874,100.89166666666668,12.179667154947936
89.47200012207031,100.44682539682539,10.974825274755077
88.75199890136719,100.22698412698412,11.474985225616933
88.63200073242189,100.05714285714286,11.425142124720978
90.01600036621093,99.74980158730159,9.733801221090658
90.72799987792969,99.74246031746031,9.014460439530623
90.27999877929688,99.73511904761905,9.455120268322176
90.69599914550781,99.75277777777777,9.056778632269953
91.66400146484375,99.8829365079365,8.218935043092756
92.23200073242188,99.41309523809524,7.181094505673357
91.98400268554687,99.65575396825398,7.671751282707106
94.52000122070314,99.5484126984127,5.028411477709568
94.43200073242187,99.60357142857143,5.171570696149558
98.38400268554688,99.88373015873017,1.4997274731832988
97.41599731445314,99.37638888888888,1.9603915744357465
99.8719970703125,99.19404761904762,-0.6779494512648796
100.11199951171875,99.27420634920635,-0.8377931625123978
99.94400024414062,99.01686507936508,-0.9271351647755495
94.80800170898438,98.52202380952382,3.714022100539438
91.49600219726562,98.35218253968254,6.85618034241692
91.93599853515624,98.03234126984127,6.096342734685024
92.19199829101564,97.975,5.783001708984358
92.41599731445314,98.35515873015873,5.939161415705598
92.08800048828125,98.48531746031746,6.397316972036208
92.35999755859376,98.44047619047619,6.080478631882428
93.95999755859376,98.88313492063493,4.9231373620411745
93.6,98.97579365079365,5.3757936507936535
93.2,98.95595238095238,5.75595238095238
94.34400024414063,98.26111111111112,3.9171108669704893
94.66400146484375,97.89126984126983,3.227268376426082
94.70399780273438,97.94642857142857,3.2424307686941916
93.25599975585938,97.6640873015873,4.408087545727923
94.75999755859375,97.43174603174604,2.6717484731522916
93.58400268554688,97.89940476190476,4.315402076357884
93.21599731445312,97.3045634920635,4.0885661776103746
93.10399780273437,97.48472222222223,4.380724419487862
94.03200073242188,97.30238095238096,3.2703802199590797
93.8719970703125,97.60753968253968,3.735542612227178
93.75999755859375,97.35019841269842,3.5902008541046655
92.96799926757814,97.10535714285714,4.137357875279008
92.2,97.04801587301587,4.848015873015868
