RPGLIFE.NS,^CNXPHARMA
100.0,100.0
101.89893301191395,100.08512504595592
99.19961756399154,100.80588158304553
92.9378457710557,99.25749649842926
94.91524518525422,99.86827431587017
95.00941952874082,99.36685023556076
96.64155839531861,99.82664319887654
95.19773679983162,100.14166472649035
95.6214846936585,100.38958254869206
95.3389826071203,100.86863468200313
98.71312168104292,101.48003748196122
97.48902276708998,101.93858048024262
100.75330050024556,103.70567910691332
106.057746580643,102.7618584213148
106.08914151912548,102.82213586136942
103.87635337003407,102.60404730183214
103.1230319258669,103.14523361937509
103.40553401240508,103.06880371853676
103.10733445662565,104.5886034377315
103.48397947076803,104.63707295566549
102.76208438096575,104.54449059404345
101.55367246429323,102.36047401829353
97.95983165275815,101.13705557144306
89.68926550714136,99.01144148819624
91.6823519186203,100.93573838741526
89.61078863289599,100.97550669244022
89.73633697094346,102.24677574249894
88.90458054037413,103.66280409267678
88.33961825514095,102.66120589709232
88.6064019285163,103.44907220738546
89.7520449121455,102.70842544999196
91.4469527117666,103.5863863274213
91.054610228383,103.53667898003582
88.33961825514095,101.96032744472379
86.26804973343624,101.87893409049661
88.6064019285163,104.12012139708955
87.00565276444058,103.94240792172016
87.68048162642118,100.85061334145932
85.34211372339992,98.64982539019994
82.68990115516199,97.41646183319752
79.67670962614054,97.98747134561346
74.98430776673916,94.15503607575056
73.14814368786855,93.63745953465742
73.61895780951713,98.42800513893391
72.44193559534668,100.49023507291453
75.39234248338362,101.22901295054791
72.04959311196306,99.64210345814962
64.75203444018469,96.38814108416021
68.7539256763054,94.73039619462101
57.10923092872678,86.27393372066473
57.81543902124866,90.31825019943314
53.923414361875366,86.48270822035865
52.82485854998947,86.72813824807449
50.564977993174374,83.33126118256037
50.48650635490941,82.70681263103017
52.85624301651114,86.3901258587366
47.08097234250433,79.93314021980332
48.69333491110876,82.15443730609235
49.967102335142535,83.20450501961079
52.22441726156131,84.19181963417164
53.320821085502516,84.66465834905954
51.33760973305924,85.69546689258267
54.75582005401437,89.18119462799008
55.52975031703862,87.3196568955201
57.70644161724774,91.48140334181186
67.41287066814252,100.96618656480545
72.4111846824535,104.53703934616878
76.65170048935472,109.36175875177278
76.10348810542332,112.39265697725325
77.34501759813013,112.32369045987245
77.61911593612523,114.31819777371518
76.28086217747669,113.80186512986499
76.90968247967655,113.69561810194509
75.47467827518429,116.58423875400088
73.84619412292615,116.5264491084321
74.36215286758939,116.67433332113708
80.9728399224656,118.28422760746801
81.74677018548984,119.3231063135916
79.84418245925622,116.64077843453529
82.03698487115823,116.63145830690051
79.15086535048081,115.90634509556499
80.40850595488051,116.37235147730394
81.34367823434363,114.09700250496633
80.13440238090502,114.66429246123637
78.98962857002235,113.68194130006437
79.328223714593,116.10828119431854
77.31276919484235,115.66029615312338
75.44242463591611,114.90661577974062
76.76456728287174,113.67759676140128
76.61945732204735,113.98143534941165
76.28086217747669,112.9972274440624
71.83073436719512,112.99288290539931
71.33090244216598,112.89283716031973
76.24860853820852,117.51810826165602
81.73064336585576,118.31031911061226
79.4572120917637,119.30571602335638
77.74810954927634,117.84990723257074
76.47433688926215,117.60385829012914
78.00608630361775,117.61379733248967
81.1179446473096,121.39279356323831
84.39104500744033,121.80909259759179
88.26070155854192,122.2005379582525
85.74542034974255,122.5789375673411
88.32520883707828,125.23579285797892
90.7921200589362,125.27866787221546
88.45418150630778,123.51156924554476
87.80923962045425,125.78506147370514
89.14750908704399,126.12307386304302
86.48712315340062,123.44074598398673
84.31042138123068,124.05462444284781
84.34266454853805,124.13229217313764
84.294299797577,123.35375812606213
85.55193516599628,123.98503901074127
87.14817615094704,123.96142316650001
86.11626389760097,124.29509101717483
88.13171841735162,126.9817634348942
91.21134406569689,128.7519687707765
87.56740015770774,125.6415339352461
87.66414013159066,126.66861685483191
86.7773326030886,125.98140306876124
85.29396888361568,125.95718044537712
85.69705559878147,124.08383479078648
85.3906983855378,122.81255967293635
86.08403120225441,123.56812106166204
86.48712315340062,123.81355108937791
85.37458203786451,123.04121832514272
85.61643197257183,122.75229436846458
88.06723208273687,123.6283863661338
87.1965513738689,124.11365191786807
87.64800807597616,125.16620742587237
90.0987924782,125.5930644173121
96.49988323763706,126.19514708963541
92.82369092636013,126.88732432909492
93.16229130691119,129.0191457629735
97.19320034641247,130.13570433496974
102.30437591826006,128.05357811289383
99.12804171191426,126.17961354357745
96.25802283096894,126.44555270632296
97.72527020276857,128.27167880801395
100.70813493330932,127.22533671843281
99.9019719749385,125.0394512629228
100.38567184435314,125.85962249478338
100.49853863787017,129.7504723927322
102.15927642939646,133.78794440276883
105.33562110770308,138.54556617075212
118.49251935480156,138.29081601540153
114.78407340425643,140.63389367566842
120.24997617628918,139.97278352832484
121.6043672265326,141.71130285736547
117.63793404968526,140.8333419799361
130.21438198152538,148.39383437150212
125.53853629215095,146.2918300647051
121.81397399393255,144.03014575866538
121.89458714818137,142.63461440793435
120.47569929136242,144.65335648074407
117.54120454776313,144.09351777234872
119.6534095133575,143.92389873074544
120.92716646543049,143.37960570399093
121.12063594123555,143.41688621453002
123.42632085459577,144.33647214116158
126.15122977471671,143.80646269543067
123.87778802866384,142.90862373328028
123.31346453303955,142.71662667688724
121.4592467937474,144.00280429048678
119.29869278513317,144.43588683593256
107.54456604718037,137.6868644633181
110.46293397114555,140.91411641943753
119.00845191956277,141.71875410524012
118.76660198485544,143.05587689567665
115.13877966051997,140.1927409676222
116.04171400865613,140.04858237885458
112.68799525829616,137.85338893129264
111.75281774285261,140.4742015408428
113.41357647830053,140.46551246351663
119.3954327590161,140.58853086694603
119.15357235234798,139.59438391923624
121.57212405922522,142.29349530938484
124.31312838309782,145.25170139354717
120.81429967191346,145.8407383142984
130.64971186399853,153.10981895470036
126.90902274614606,146.6310802834945
123.15221728062026,147.5916723446025
127.74744981574584,145.21877755725401
123.84554486135649,140.85322006465717
125.49015583324869,144.10036224108052
131.02055541185698,146.59441868768113
128.97286819675978,145.51204605259525
128.6826273311894,146.29928131257978
128.94061455749159,146.92125420520702
126.63494011609215,149.4202862407793
128.0699338486236,149.23947819178116
128.69875415082345,148.06576102452473
127.2637499463312,151.721738851844
126.39307970942404,149.668204062981
