RPG Life Sciences,Sun Pharma (Peer),Nifty Pharma Index
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.6481533403138455,0.4492097381006307,0.3785725382374892
0.6478088476525133,0.44983386285203586,0.37970845831293887
0.6658278114642049,0.46498428900654487,0.3893594064388523
0.657755941378368,0.4668564433994195,0.39034596691899975
0.6621346926863486,0.5069507460469335,0.4030348044543719
0.7535167323040042,0.5560736070271644,0.45657316226671535
0.769417785494908,0.5641874823399933,0.46202395404498076
0.7794811607737695,0.5699217158721186,0.4711208457256974
0.7794081598312471,0.5708892870681668,0.4740822502704434
0.7803699469051306,0.5741386441310966,0.47409187153857285
0.7765244492545116,0.5776236622622146,0.47510010726835766
0.7768432502796231,0.5784965210479213,0.4752910527442831
0.7735111532858259,0.582397243879884,0.47429251036303016
0.7652396205651045,0.5818051710000419,0.4761202104301833
0.7659672963625199,0.5816642390892075,0.4761444147698281
0.7656088279134193,0.5816782684269235,0.4760536687365207
0.7890748948615279,0.5823714894572358,0.4765794726063228
0.7894027323741069,0.5823751765599741,0.4766830397993218
0.790530555168881,0.5867350422369564,0.47882745370004465
0.7928914140448557,0.586617731794145,0.47883748657133984
0.7956550456185827,0.589485466680398,0.4791115606020865
0.796385921474087,0.5881421446096207,0.47670456997945904
0.7939513815843805,0.5884389376285563,0.47794725196605975
0.7756356964582293,0.5825995190699537,0.4754565527070768
0.7746377450387447,0.5816582960106836,0.4747574321240043
0.773438992557228,0.5861547236422537,0.4763136513130169
0.7750554737620191,0.5865476382663637,0.47605838186249166
0.7763135556789014,0.5865507866487821,0.47581390429846576
0.7772235709593486,0.586652494691129,0.4759282990392183
0.7771762929869015,0.5866334193996247,0.47579031970000774
0.7766395300920873,0.5873598037465189,0.47592198704587846
0.7840643030645421,0.5884680080813298,0.4757452915744704
0.7841049693692583,0.5884445004937955,0.47575464887494007
0.7956338771902395,0.5902931681703405,0.48103299375800046
0.8081431918274934,0.5918379211841492,0.48103888780232823
0.8082256146843037,0.5910066602282333,0.47954409827321537
0.8085755256266931,0.5932286450908811,0.4804394597652137
0.8090250110951812,0.5932929190322778,0.47582131039272674
0.8083540680043141,0.5917489171650562,0.47304894056470415
0.8098625892757616,0.5888391647104907,0.4754892842941378
0.8100014196614558,0.5868477567527617,0.4754772490258678
0.8046566431841905,0.5802241291313425,0.46689232030882044
0.8053048742160498,0.579525622659457,0.4664163288952321
0.8070757514074445,0.5704151806752914,0.4577656994054231
0.8073730962248172,0.5679801633842828,0.45653581284232736
0.8063224841764135,0.5686657018200468,0.4579961089586913
0.8003992568558081,0.5694327919583578,0.45715329978950303
0.769611602042018,0.5676133177277,0.4506420668474152
0.7643881408006433,0.577075036650142,0.45157001750242554
0.6759123578827086,0.549613444106589,0.4067825895763853
0.6759813278769984,0.5257469979270619,0.39807075681299375
0.6581661207475691,0.5176617731349509,0.38612784129921834
