RPG Life Sciences,Sun Pharma (Peer),Nifty Pharma Index
,,
0.018989225399531406,0.0014968640299100056,0.0008512504595592496
-0.02648992194144606,0.0221864137404566,0.007201435145918422
-0.06312283064917956,-0.010458784505918306,-0.015360066895905078
0.021276461491223975,0.014660607802814196,0.006153467888952546
0.0009920836315910897,-0.014112874959165134,-0.005020854558109855
0.017178705802786798,-0.000568027584816555,0.004627226909434956
-0.014939965988348014,0.008525551255306851,0.0031556858722197045
0.004450909151710203,0.0022544028438562513,0.0024756710693678574
-0.00295416073416066,0.003148802144490981,0.004771930723775242
0.0353910837333129,0.0068386407962386375,0.006061376778674354
-0.012400675463075994,0.0,0.004518553694493166
0.03348365244725615,0.012359398098677365,0.017334934608130848
0.052647864179739656,-0.011328538678359257,-0.009100954679883366
0.0002959186625541843,-0.00456130313051617,0.0005865740555945909
-0.020857821411579325,-0.0024585703355514132,-0.002121027322670055
-0.007251997434541413,0.007954316575303988,0.0052745123781610115
0.002739364905217867,-0.004557103424701059,-0.000740993045983851
-0.0028836862249626005,0.0013398535386992538,0.014745487134449231
0.003653042609317314,0.01003588941841449,0.00046343020502082055
-0.00697611325310743,-0.006182477824211108,-0.0008847950253851877
-0.011759420014268773,-0.017773976597380114,-0.020890785954763125
-0.03538838647168241,-0.01764310912230571,-0.011952059216058686
-0.08442813759555845,-0.038567750438934234,-0.021017163998266586
0.022222245573870314,0.019398902202142798,0.019435096290850717
-0.02259500335407072,0.0014096531413712032,0.00039399627585146035
0.0014009234081235888,0.01032247354715432,0.012589875423263619
-0.009268775466930945,0.00034841578872457646,0.013849124726866613
-0.00635482094637374,-0.024373309008676625,-0.009662078933240226
0.0030199776571915304,-0.004163662770242715,0.007674430700559842
0.012929455284648839,-0.009437374927161457,-0.007159530207373144
0.018884571855274368,0.010492155325884989,0.008548090125837016
-0.004290382859355901,-0.0009548493863644758,-0.00047986370746022633
-0.029817294546070183,-0.017206195190989315,-0.015225054066259736
-0.023449932099104953,0.0006120663633191192,-0.0007982845511288472
0.02710553265660387,-0.012479965788109282,0.021998535090700377
-0.018065781853852214,0.003469211861666599,-0.001706812026194715
0.0077560889890280205,-0.017533034344874077,-0.029745266076472765
-0.026669195465694573,-0.02249608467667108,-0.021822256487503577
-0.031077479669818664,-0.0365130950421666,-0.01250244034517034
-0.0364395313788477,0.036829648077216115,0.0058615299885727
-0.05889314512379551,-0.04015469542566685,-0.03911148249091401
-0.024487103419762124,-0.009117729867955893,-0.005497066993598865
0.006436302530055116,0.06508789792156522,0.05116056787618617
-0.015988102591676268,0.030237841261416376,0.02095165833209478
0.040727816575570674,-0.0013566765878356701,0.0073517379782956915
-0.04433791620815353,-0.009878986392459543,-0.015676429574330908
-0.101285071637773,-0.01883255384357907,-0.03265650022488842
0.061803156480843446,-0.018812686480244145,-0.017198639489185208
-0.16936770712412885,-0.08070995671862369,-0.08926873330691776
0.012365826768404808,0.08286351693294569,0.04687761765753007
-0.0673180008965808,-0.040734090165560954,-0.04246696509958037
-0.0203726166242727,0.0043414269288499785,0.002837908672916445
-0.0427806309916583,-0.01999190213323554,-0.03916695474077636
-0.0015518971728072373,-0.006478381888506135,-0.007493568952018803
0.046938232617471654,0.013457275711252548,0.04453458077435957
-0.10926362783900723,-0.11156729245301311,-0.07474217191779087
0.03424646717716029,0.03281963320248993,0.02778943852550797
0.02615885836144516,0.037296747137660846,0.012781631132182003
0.04517602224116102,-0.026894782878874368,0.011866119680997267
0.020994184663283955,-0.00014770268553365717,0.005616207333948298
-0.03719393507681312,-0.016407890201858066,0.012175192856425099
0.06658295916194312,0.05891164805967608,0.040675754060324865
0.014134113091073264,-0.02483670452113307,-0.020873657728349482
0.03919865095343744,0.09430944290231347,0.04766104900379298
0.16820347162097837,0.11012096938564042,0.10367990516667702
0.07414496408406812,0.04636405455050263,0.035366818366180164
0.05856146459845579,0.040645761222492194,0.04615320498629405
-0.007151788022145111,0.017383512570195547,0.027714424677093286
0.016313629201474722,-0.028441666656221387,-0.0006136212029825838
0.003543839382955438,0.03227961976031368,0.017756782257392745
-0.017241424669598993,-0.014233345463157576,-0.004516626870485152
0.008243556291751108,0.035659605645238956,-0.0009336141178236668
-0.018658303587086866,-0.0005279587948665565,0.025406613731284722
-0.021576701768523665,0.002536058022721166,-0.0004956900365470363
0.006987009417877887,0.0065353967398762425,0.001269104257758391
0.08889861981402247,0.016964928372280363,0.013798187146266683
