Solar_Radiation (W/m2),Temperature (C),Energy_Generated_kWh
0.0,25.2,0.0
0.0,24.4,0.0
0.0,24.9,0.0
0.0,25.0,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.1,0.0
41.0,25.9,30.75
130.0,26.5,97.5
227.0,27.2,170.25
567.0,28.8,425.25
741.0,30.2,555.75
439.0,29.6,329.25
627.0,30.1,470.25
667.0,30.3,500.25
642.0,30.5,481.5
494.0,30.1,370.5
326.0,29.4,244.5
111.0,27.8,83.25
6.0,27.0,4.5
0.0,26.4,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.2,0.0
0.0,25.0,0.0
0.0,24.8,0.0
0.0,24.5,0.0
0.0,24.4,0.0
0.0,24.2,0.0
0.0,25.0,0.0
69.0,25.8,51.75
237.0,26.9,177.75
423.0,27.9,317.25
587.0,28.7,440.25
694.0,29.6,520.5
820.0,30.4,615.0
817.0,30.9,612.75
774.0,31.1,580.5
686.0,31.2,514.5
517.0,30.8,387.75
314.0,29.9,235.5
119.0,28.5,89.25
6.0,27.2,4.5
0.0,26.6,0.0
0.0,26.2,0.0
0.0,25.9,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.3,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.2,0.0
0.0,25.0,0.0
0.0,25.6,0.0
68.0,26.5,51.0
239.0,27.5,179.25
414.0,28.7,310.5
598.0,29.5,448.5
647.0,30.0,485.25
763.0,30.9,572.25
773.0,31.1,579.75
764.0,31.1,573.0
642.0,31.1,481.5
469.0,30.7,351.75
191.0,29.7,143.25
60.0,28.5,45.0
3.0,27.8,2.25
0.0,27.2,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.6,0.0
0.0,26.6,0.0
0.0,26.8,0.0
0.0,26.9,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
47.0,26.9,35.25
151.0,27.5,113.25
272.0,28.2,204.0
290.0,28.2,217.5
217.0,28.1,162.75
164.0,28.0,123.0
133.0,27.5,99.75
48.0,26.4,36.0
49.0,26.5,36.75
54.0,26.3,40.5
76.0,25.6,57.0
19.0,26.5,14.25
2.0,26.2,1.5
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.5,0.0
0.0,25.5,0.0
24.0,25.7,18.0
142.0,26.6,106.5
273.0,27.1,204.75
193.0,27.2,144.75
364.0,28.0,273.0
257.0,27.6,192.75
511.0,29.1,383.25
652.0,29.9,489.0
444.0,29.5,333.0
240.0,28.7,180.0
163.0,28.4,122.25
53.0,27.6,39.75
2.0,27.2,1.5
0.0,26.8,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.6,0.0
0.0,25.6,0.0
23.0,26.0,17.25
76.0,26.5,57.0
172.0,27.3,129.0
305.0,28.0,228.75
640.0,29.3,480.0
728.0,30.0,546.0
648.0,29.8,486.0
610.0,30.1,457.5
542.0,30.2,406.5
462.0,29.2,346.5
268.0,28.6,201.0
80.0,27.5,60.0
3.0,26.9,2.25
0.0,26.2,0.0
0.0,25.8,0.0
0.0,26.0,0.0
0.0,25.6,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.3,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.4,0.0
66.0,26.2,49.5
231.0,27.5,173.25
382.0,28.4,286.5
623.0,29.6,467.25
565.0,29.8,423.75
699.0,29.0,524.25
714.0,29.2,535.5
584.0,28.9,438.0
697.0,30.2,522.75
468.0,27.6,351.0
170.0,27.4,127.5
86.0,26.9,64.5
2.0,25.5,1.5
0.0,25.1,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,24.9,0.0
0.0,24.9,0.0
0.0,25.4,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,26.0,0.0
14.0,26.2,10.5
89.0,26.8,66.75
170.0,27.5,127.5
523.0,29.0,392.25
238.0,28.4,178.5
488.0,29.7,366.0
320.0,28.5,240.0
248.0,28.6,186.0
234.0,28.0,175.5
189.0,27.3,141.75
122.0,27.1,91.5
60.0,25.5,45.0
2.0,25.3,1.5
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.1,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.3,0.0
0.0,25.5,0.0
53.0,26.1,39.75
205.0,26.9,153.75
354.0,27.8,265.5
481.0,28.8,360.75
470.0,29.2,352.5
444.0,29.9,333.0
624.0,30.4,468.0
773.0,30.9,579.75
631.0,30.0,473.25
425.0,29.2,318.75
259.0,28.6,194.25
99.0,28.2,74.25
3.0,27.3,2.25
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.9,0.0
57.0,26.5,42.75
249.0,27.4,186.75
395.0,28.3,296.25
502.0,28.9,376.5
691.0,29.8,518.25
808.0,30.8,606.0
829.0,31.2,621.75
791.0,31.6,593.25
696.0,31.1,522.0
516.0,30.5,387.0
302.0,29.4,226.5
89.0,28.4,66.75
2.0,27.4,1.5
0.0,26.9,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,26.1,0.0
59.0,26.7,44.25
219.0,27.6,164.25
277.0,28.4,207.75
483.0,29.5,362.25
392.0,29.6,294.0
332.0,29.7,249.0
668.0,31.0,501.0
541.0,30.8,405.75
536.0,30.2,402.0
272.0,30.1,204.0
162.0,29.2,121.5
54.0,28.6,40.5
2.0,28.0,1.5
0.0,27.4,0.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.8,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,26.1,0.0
46.0,26.2,34.5
132.0,26.8,99.0
383.0,28.2,287.25
449.0,28.9,336.75
551.0,29.2,413.25
527.0,29.0,395.25
545.0,29.9,408.75
750.0,30.9,562.5
542.0,30.6,406.5
433.0,30.3,324.75
251.0,29.3,188.25
75.0,28.7,56.25
1.0,27.8,0.75
0.0,27.3,0.0
0.0,27.1,0.0
0.0,26.9,0.0
0.0,26.6,0.0
0.0,26.6,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.4,0.0
0.0,25.0,0.0
0.0,25.2,0.0
30.0,25.0,22.5
76.0,26.0,57.0
153.0,26.8,114.75
318.0,27.6,238.5
531.0,29.3,398.25
438.0,30.0,328.5
481.0,30.1,360.75
434.0,28.9,325.5
353.0,28.8,264.75
209.0,27.8,156.75
73.0,27.2,54.75
62.0,27.9,46.5
1.0,27.2,0.75
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
63.0,26.8,47.25
223.0,27.8,167.25
391.0,28.5,293.25
534.0,29.5,400.5
691.0,30.0,518.25
710.0,30.1,532.5
759.0,30.5,569.25
770.0,30.8,577.5
582.0,30.4,436.5
404.0,29.7,303.0
267.0,28.9,200.25
77.0,28.0,57.75
1.0,27.3,0.75
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.5,0.0
0.0,25.0,0.0
0.0,24.7,0.0
0.0,24.5,0.0
0.0,24.8,0.0
62.0,25.6,46.5
235.0,26.3,176.25
434.0,27.6,325.5
607.0,28.6,455.25
722.0,29.2,541.5
760.0,29.8,570.0
691.0,29.5,518.25
670.0,29.7,502.5
546.0,29.7,409.5
454.0,29.2,340.5
268.0,28.5,201.0
87.0,27.6,65.25
1.0,27.0,0.75
0.0,26.5,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.6,0.0
0.0,25.3,0.0
0.0,25.0,0.0
0.0,24.8,0.0
0.0,24.5,0.0
0.0,24.0,0.0
0.0,24.1,0.0
0.0,24.4,0.0
50.0,24.6,37.5
147.0,24.9,110.25
340.0,25.5,255.0
463.0,26.5,347.25
723.0,27.8,542.25
403.0,26.9,302.25
678.0,29.0,508.5
662.0,28.5,496.5
538.0,28.8,403.5
472.0,28.4,354.0
243.0,27.8,182.25
63.0,25.7,47.25
0.0,25.0,0.0
0.0,24.5,0.0
0.0,24.5,0.0
0.0,24.4,0.0
0.0,24.1,0.0
0.0,23.9,0.0
0.0,23.7,0.0
0.0,23.7,0.0
0.0,23.7,0.0
0.0,23.6,0.0
0.0,23.5,0.0
0.0,23.5,0.0
60.0,24.1,45.0
137.0,25.0,102.75
302.0,26.5,226.5
608.0,28.5,456.0
625.0,29.3,468.75
845.0,30.1,633.75
848.0,30.2,636.0
752.0,30.0,564.0
554.0,29.4,415.5
333.0,29.1,249.75
236.0,28.9,177.0
77.0,27.8,57.75
1.0,26.6,0.75
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,24.9,0.0
0.0,24.6,0.0
0.0,24.4,0.0
0.0,24.1,0.0
0.0,23.6,0.0
0.0,25.0,0.0
67.0,26.0,50.25
246.0,26.7,184.5
440.0,27.8,330.0
534.0,28.5,400.5
526.0,28.6,394.5
827.0,29.8,620.25
847.0,30.6,635.25
780.0,31.0,585.0
690.0,30.8,517.5
511.0,30.4,383.25
292.0,29.6,219.0
84.0,27.2,63.0
0.0,25.9,0.0
0.0,25.4,0.0
0.0,24.8,0.0
0.0,24.5,0.0
0.0,24.4,0.0
0.0,24.2,0.0
0.0,24.2,0.0
0.0,24.2,0.0
0.0,24.4,0.0
0.0,23.6,0.0
0.0,24.5,0.0
0.0,25.0,0.0
63.0,26.1,47.25
250.0,27.2,187.5
419.0,28.0,314.25
605.0,29.1,453.75
728.0,29.9,546.0
810.0,30.5,607.5
627.0,30.4,470.25
576.0,30.5,432.0
587.0,30.6,440.25
410.0,30.3,307.5
227.0,29.5,170.25
69.0,28.3,51.75
0.0,27.2,0.0
0.0,26.3,0.0
0.0,25.8,0.0
0.0,25.4,0.0
0.0,25.0,0.0
0.0,24.6,0.0
0.0,24.8,0.0
0.0,24.9,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.0,0.0
65.0,25.9,48.75
192.0,27.1,144.0
465.0,28.6,348.75
598.0,29.5,448.5
727.0,30.3,545.25
682.0,30.5,511.5
414.0,30.2,310.5
431.0,30.5,323.25
305.0,30.3,228.75
324.0,30.4,243.0
170.0,29.5,127.5
65.0,28.9,48.75
0.0,27.9,0.0
0.0,27.1,0.0
0.0,26.6,0.0
0.0,26.2,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.3,0.0
0.0,25.5,0.0
0.0,25.6,0.0
63.0,26.5,47.25
244.0,28.1,183.0
402.0,29.1,301.5
602.0,30.1,451.5
745.0,31.0,558.75
788.0,31.5,591.0
682.0,31.4,511.5
542.0,31.0,406.5
541.0,31.4,405.75
365.0,31.3,273.75
231.0,30.8,173.25
67.0,29.2,50.25
0.0,28.0,0.0
0.0,27.2,0.0
0.0,26.8,0.0
0.0,26.4,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.9,0.0
60.0,26.7,45.0
249.0,28.0,186.75
444.0,29.2,333.0
623.0,30.4,467.25
719.0,31.1,539.25
728.0,31.7,546.0
696.0,31.5,522.0
665.0,31.8,498.75
602.0,32.0,451.5
466.0,31.8,349.5
251.0,30.7,188.25
67.0,29.1,50.25
0.0,28.0,0.0
0.0,27.4,0.0
0.0,26.9,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,26.1,0.0
60.0,26.9,45.0
227.0,27.9,170.25
417.0,28.9,312.75
603.0,30.0,452.25
354.0,30.0,265.5
363.0,30.4,272.25
534.0,31.4,400.5
329.0,31.2,246.75
363.0,31.0,272.25
416.0,31.2,312.0
226.0,30.6,169.5
63.0,29.5,47.25
0.0,28.4,0.0
0.0,27.6,0.0
0.0,27.0,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,26.4,0.0
58.0,27.5,43.5
217.0,28.6,162.75
401.0,29.5,300.75
610.0,30.8,457.5
565.0,31.6,423.75
483.0,32.0,362.25
605.0,32.5,453.75
351.0,30.2,263.25
406.0,31.2,304.5
338.0,30.8,253.5
162.0,30.0,121.5
57.0,30.5,42.75
0.0,28.9,0.0
0.0,28.1,0.0
0.0,27.7,0.0
0.0,27.4,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.6,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.6,0.0
50.0,27.4,37.5
220.0,29.1,165.0
399.0,30.0,299.25
606.0,31.2,454.5
695.0,32.1,521.25
674.0,32.4,505.5
526.0,32.8,394.5
202.0,31.2,151.5
393.0,31.0,294.75
231.0,31.1,173.25
148.0,30.8,111.0
39.0,29.3,29.25
0.0,28.9,0.0
0.0,28.5,0.0
0.0,28.0,0.0
0.0,27.6,0.0
0.0,27.4,0.0
0.0,27.0,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,25.6,0.0
37.0,26.0,27.75
219.0,27.6,164.25
349.0,29.1,261.75
422.0,29.8,316.5
611.0,30.9,458.25
419.0,31.0,314.25
356.0,31.2,267.0
387.0,31.5,290.25
312.0,31.7,234.0
213.0,31.0,159.75
169.0,31.1,126.75
41.0,29.2,30.75
0.0,28.8,0.0
0.0,28.4,0.0
0.0,27.9,0.0
0.0,26.8,0.0
0.0,26.2,0.0
0.0,26.4,0.0
0.0,25.9,0.0
0.0,25.5,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.5,0.0
0.0,25.5,0.0
35.0,25.4,26.25
75.0,25.8,56.25
283.0,27.3,212.25
252.0,28.2,189.0
463.0,29.5,347.25
424.0,30.0,318.0
349.0,30.6,261.75
309.0,31.2,231.75
274.0,29.1,205.5
167.0,28.4,125.25
60.0,28.0,45.0
37.0,27.2,27.75
0.0,26.7,0.0
0.0,26.4,0.0
0.0,26.3,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.5,0.0
0.0,25.1,0.0
0.0,25.4,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.2,0.0
29.0,25.5,21.75
76.0,25.8,57.0
106.0,26.0,79.5
164.0,26.0,123.0
153.0,26.1,114.75
208.0,26.7,156.0
234.0,27.4,175.5
265.0,28.3,198.75
366.0,29.7,274.5
208.0,29.6,156.0
120.0,29.3,90.0
8.0,25.8,6.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.2,0.0
15.0,25.3,11.25
65.0,25.6,48.75
227.0,26.5,170.25
286.0,27.1,214.5
415.0,28.0,311.25
382.0,28.1,286.5
360.0,27.2,270.0
240.0,26.2,180.0
279.0,27.5,209.25
191.0,27.5,143.25
122.0,27.5,91.5
8.0,26.1,6.0
0.0,25.8,0.0
0.0,25.8,0.0
0.0,25.4,0.0
0.0,25.5,0.0
0.0,25.5,0.0
0.0,25.5,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.0,0.0
8.0,25.0,6.0
35.0,25.2,26.25
93.0,25.6,69.75
152.0,26.2,114.0
96.0,26.3,72.0
216.0,26.7,162.0
337.0,27.4,252.75
199.0,27.5,149.25
220.0,28.1,165.0
226.0,27.8,169.5
101.0,26.6,75.75
14.0,25.8,10.5
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.1,0.0
0.0,24.9,0.0
0.0,24.8,0.0
0.0,24.9,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,25.0,0.0
0.0,24.8,0.0
0.0,24.6,0.0
0.0,24.7,0.0
23.0,24.5,17.25
108.0,24.9,81.0
204.0,25.6,153.0
402.0,26.4,301.5
414.0,26.5,310.5
360.0,27.4,270.0
565.0,28.3,423.75
425.0,28.1,318.75
232.0,27.8,174.0
94.0,26.1,70.5
81.0,26.2,60.75
38.0,25.7,28.5
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,24.6,0.0
0.0,24.4,0.0
0.0,24.7,0.0
0.0,24.6,0.0
0.0,24.4,0.0
0.0,24.3,0.0
0.0,24.4,0.0
0.0,24.0,0.0
0.0,24.8,0.0
47.0,25.5,35.25
178.0,26.5,133.5
290.0,27.6,217.5
477.0,29.0,357.75
659.0,30.0,494.25
726.0,30.2,544.5
713.0,30.8,534.75
631.0,31.1,473.25
427.0,31.0,320.25
340.0,31.0,255.0
205.0,29.6,153.75
39.0,29.0,29.25
0.0,28.0,0.0
0.0,27.5,0.0
0.0,27.0,0.0
0.0,26.6,0.0
0.0,26.4,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,25.1,0.0
0.0,25.2,0.0
0.0,25.4,0.0
56.0,26.4,42.0
241.0,27.8,180.75
433.0,29.1,324.75
514.0,29.5,385.5
639.0,30.7,479.25
569.0,31.2,426.75
640.0,31.8,480.0
446.0,31.5,334.5
369.0,31.5,276.75
388.0,31.8,291.0
194.0,31.5,145.5
41.0,29.9,30.75
0.0,29.1,0.0
0.0,28.1,0.0
0.0,27.7,0.0
0.0,27.4,0.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.6,0.0
0.0,25.7,0.0
0.0,25.8,0.0
0.0,25.8,0.0
0.0,25.3,0.0
0.0,26.4,0.0
53.0,27.5,39.75
230.0,29.0,172.5
433.0,30.3,324.75
580.0,31.3,435.0
714.0,31.9,535.5
725.0,32.2,543.75
752.0,32.2,564.0
672.0,32.0,504.0
471.0,32.1,353.25
374.0,32.1,280.5
177.0,31.5,132.75
28.0,29.1,21.0
0.0,28.6,0.0
0.0,28.0,0.0
0.0,27.6,0.0
0.0,27.3,0.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,26.0,0.0
54.0,26.8,40.5
229.0,28.0,171.75
387.0,29.1,290.25
555.0,30.1,416.25
544.0,30.7,408.0
380.0,30.7,285.0
498.0,31.1,373.5
543.0,31.4,407.25
450.0,30.8,337.5
307.0,30.6,230.25
198.0,30.1,148.5
39.0,29.1,29.25
0.0,28.1,0.0
0.0,27.4,0.0
0.0,27.0,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,25.8,0.0
44.0,26.4,33.0
192.0,26.6,144.0
212.0,27.5,159.0
253.0,28.0,189.75
422.0,29.1,316.5
709.0,30.5,531.75
751.0,31.0,563.25
598.0,30.9,448.5
473.0,30.8,354.75
352.0,30.6,264.0
190.0,29.8,142.5
40.0,28.5,30.0
0.0,27.2,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.0,0.0
0.0,24.9,0.0
0.0,24.6,0.0
0.0,25.1,0.0
50.0,26.1,37.5
217.0,27.1,162.75
378.0,28.0,283.5
565.0,29.2,423.75
715.0,30.1,536.25
769.0,30.9,576.75
768.0,31.4,576.0
688.0,31.8,516.0
575.0,31.8,431.25
398.0,31.5,298.5
205.0,30.2,153.75
38.0,28.5,28.5
0.0,27.5,0.0
0.0,26.6,0.0
0.0,26.2,0.0
0.0,25.6,0.0
0.0,25.2,0.0
0.0,24.9,0.0
0.0,24.6,0.0
0.0,24.1,0.0
0.0,23.8,0.0
0.0,23.8,0.0
0.0,23.7,0.0
0.0,25.1,0.0
53.0,25.8,39.75
241.0,27.4,180.75
446.0,28.7,334.5
607.0,29.8,455.25
717.0,30.6,537.75
761.0,31.2,570.75
811.0,31.9,608.25
637.0,31.8,477.75
454.0,31.7,340.5
244.0,28.9,183.0
170.0,28.6,127.5
31.0,27.8,23.25
0.0,27.3,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,25.9,0.0
0.0,25.5,0.0
0.0,25.3,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,24.9,0.0
0.0,24.7,0.0
0.0,25.4,0.0
54.0,25.9,40.5
245.0,27.9,183.75
461.0,30.0,345.75
648.0,32.1,486.0
782.0,33.7,586.5
849.0,34.7,636.75
821.0,35.0,615.75
749.0,35.0,561.75
583.0,34.8,437.25
392.0,34.5,294.0
199.0,33.8,149.25
33.0,32.3,24.75
0.0,28.7,0.0
0.0,27.5,0.0
0.0,26.2,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.0,0.0
0.0,25.1,0.0
0.0,24.5,0.0
0.0,24.2,0.0
0.0,23.8,0.0
0.0,23.4,0.0
0.0,24.8,0.0
53.0,25.6,39.75
243.0,27.6,182.25
457.0,30.0,342.75
642.0,32.2,481.5
775.0,33.5,581.25
837.0,34.2,627.75
811.0,34.5,608.25
727.0,34.6,545.25
577.0,34.3,432.75
407.0,33.8,305.25
197.0,32.3,147.75
32.0,29.8,24.0
0.0,29.1,0.0
0.0,28.2,0.0
0.0,27.4,0.0
0.0,26.7,0.0
0.0,26.4,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,24.8,0.0
0.0,24.5,0.0
0.0,23.9,0.0
0.0,23.8,0.0
0.0,25.9,0.0
35.0,26.4,26.25
162.0,27.9,121.5
279.0,29.5,209.25
606.0,31.8,454.5
745.0,33.3,558.75
796.0,33.8,597.0
694.0,32.3,520.5
687.0,34.0,515.25
467.0,29.5,350.25
179.0,28.0,134.25
144.0,28.5,108.0
14.0,29.3,10.5
0.0,28.5,0.0
0.0,28.2,0.0
0.0,27.9,0.0
0.0,27.8,0.0
0.0,27.5,0.0
0.0,26.8,0.0
0.0,26.4,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.2,0.0
0.0,26.3,0.0
0.0,26.5,0.0
47.0,26.8,35.25
218.0,27.9,163.5
390.0,29.1,292.5
453.0,29.6,339.75
572.0,30.5,429.0
705.0,31.0,528.75
467.0,30.8,350.25
476.0,30.1,357.0
295.0,28.5,221.25
168.0,28.4,126.0
106.0,27.0,79.5
19.0,26.8,14.25
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.4,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.2,0.0
19.0,25.6,14.25
73.0,26.4,54.75
176.0,27.4,132.0
550.0,29.6,412.5
502.0,30.1,376.5
595.0,30.7,446.25
468.0,30.5,351.0
350.0,30.2,262.5
355.0,30.2,266.25
294.0,27.0,220.5
62.0,26.6,46.5
23.0,27.1,17.25
0.0,26.8,0.0
0.0,25.8,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.3,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.0,0.0
45.0,25.6,33.75
218.0,27.0,163.5
399.0,28.5,299.25
508.0,29.7,381.0
431.0,30.0,323.25
533.0,30.6,399.75
563.0,31.0,422.25
564.0,31.2,423.0
500.0,31.2,375.0
350.0,30.0,262.5
118.0,27.7,88.5
24.0,28.6,18.0
0.0,27.6,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.1,0.0
0.0,25.1,0.0
0.0,25.5,0.0
45.0,26.6,33.75
210.0,28.3,157.5
424.0,29.9,318.0
606.0,31.0,454.5
721.0,31.6,540.75
776.0,32.0,582.0
780.0,32.5,585.0
706.0,32.7,529.5
561.0,31.6,420.75
266.0,30.1,199.5
139.0,29.4,104.25
14.0,28.3,10.5
0.0,26.5,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,24.9,0.0
0.0,25.0,0.0
0.0,24.9,0.0
0.0,25.4,0.0
41.0,25.8,30.75
187.0,26.9,140.25
339.0,28.0,254.25
586.0,29.8,439.5
644.0,31.0,483.0
569.0,31.8,426.75
681.0,32.3,510.75
625.0,32.3,468.75
522.0,31.9,391.5
357.0,31.3,267.75
142.0,30.1,106.5
22.0,29.0,16.5
0.0,28.8,0.0
0.0,27.2,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.5,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.1,0.0
0.0,25.1,0.0
0.0,24.8,0.0
0.0,24.6,0.0
0.0,25.3,0.0
42.0,25.9,31.5
215.0,27.4,161.25
423.0,29.0,317.25
604.0,30.5,453.0
727.0,31.4,545.25
759.0,31.8,569.25
710.0,32.2,532.5
680.0,32.5,510.0
533.0,30.2,399.75
217.0,30.3,162.75
140.0,30.0,105.0
23.0,29.7,17.25
0.0,28.8,0.0
0.0,28.2,0.0
0.0,27.8,0.0
0.0,27.4,0.0
0.0,26.9,0.0
0.0,26.4,0.0
0.0,26.6,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.4,0.0
0.0,25.1,0.0
0.0,26.4,0.0
43.0,27.0,32.25
220.0,28.7,165.0
425.0,30.4,318.75
604.0,31.6,453.0
616.0,32.2,462.0
705.0,32.5,528.75
736.0,32.7,552.0
616.0,32.8,462.0
391.0,31.8,293.25
269.0,30.5,201.75
148.0,30.4,111.0
21.0,29.4,15.75
0.0,28.2,0.0
0.0,27.8,0.0
0.0,27.4,0.0
0.0,27.0,0.0
0.0,27.2,0.0
0.0,26.7,0.0
0.0,26.6,0.0
0.0,27.0,0.0
0.0,26.2,0.0
0.0,25.6,0.0
0.0,25.3,0.0
0.0,25.5,0.0
