RPG Life Sciences,Sun Pharma (Peer),Nifty Pharma Index
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.02718150310132895,0.013026888860839518,0.010221793721213044
0.027178552994642596,0.013199760242646075,0.010315605530577083
0.026823504269180936,0.012442609199041298,0.010256625238984154
0.02484394103369806,0.012661055078475167,0.010249252350114618
0.024778964827049894,0.01227127424396194,0.010205970553950844
0.025371180197016188,0.012222113117325092,0.010853956122350725
0.02526794132952283,0.012267106277069586,0.010854961357386183
0.025243517629193624,0.012385940029893246,0.012244971685176577
0.025588262972737672,0.012819381020968494,0.012883570782721421
0.026079439583191876,0.014030482979324984,0.013024981022850343
0.025593086934085074,0.01588281457000212,0.013021254369210635
0.027295296092691528,0.01713686388734601,0.014701915012639455
0.026264548712002688,0.016797600200874657,0.014220735603386712
0.023674218890262267,0.021246489429941052,0.01729649476428557
0.02357338263213633,0.022143648902855938,0.017765995187860414
0.02541727146965368,0.022145153516466325,0.017822347967913755
0.026154728659254937,0.02208674563055835,0.01800604992768167
0.03069705385768486,0.022266471177133994,0.018910636024576936
0.033702966060318085,0.022408474685742863,0.018830979852511594
0.04400896003799715,0.026184245020794625,0.024511283459497022
0.04432599342119776,0.030955029043797808,0.026345239991791936
0.04520909835024367,0.03157060024209678,0.02709142744024989
0.04511391567921448,0.03153005734798546,0.027099676049795487
0.0436589076143887,0.031018164565506254,0.027671938697947752
0.043117171166221914,0.030703884836996997,0.027274003457220707
0.044740703734691474,0.03086680396748744,0.02879318487701139
0.04768626569728434,0.03638560402818586,0.03128353512475325
0.04867869820085454,0.03713323262607484,0.03171507763866614
0.049319673597064274,0.03786217160090706,0.03191969419310554
0.05051265037921592,0.03806423640825139,0.03199287209268548
0.050693953570901215,0.03807411502870612,0.03206651246868243
0.050400324415769304,0.03799357796001015,0.03212969127127014
0.05266390124679858,0.03983382597143059,0.033224293683428566
0.05286004209074419,0.03994056947151909,0.03330355012598055
0.053702058524324234,0.043862769990568144,0.034642986053596024
0.06266253333146599,0.04832231028304718,0.03953875960314881
0.06434730264340004,0.048989856393547165,0.04006813807013455
0.06533037925406922,0.04927218334025308,0.0404564347527538
0.0651771439377753,0.04902504879381368,0.04039833763272699
0.06501537252659653,0.048799980758049324,0.040277367097249474
0.06465458598271426,0.048711743461418856,0.040339114888249254
0.06376102995767731,0.048071087955654526,0.03949243840789499
0.06356175105376743,0.04821867930045884,0.03945104070679068
0.06368900624760152,0.04708102650285809,0.038736198963072815
0.06375407604406368,0.04688543098777665,0.038655944624607655
0.0633553804643785,0.04686309959646791,0.03866277854741885
0.0646861025120737,0.04679446851457564,0.038480990335458015
0.061433121874042075,0.046530305447371786,0.03776588581035129
0.06090411042449602,0.04687378570342935,0.037898654811516934
0.051079362048090826,0.04378594925296381,0.03324576472457674
0.051843758878674116,0.04213856472786853,0.032657599934936755
0.04964457793030191,0.041172791897606434,0.03120898141093427
0.049209861185932034,0.04149087418066427,0.03166073887191942
0.04832317907949313,0.04122470530196879,0.030310113990274813
0.04854321378856835,0.041205476009936196,0.030333491079718646
