Country,Indicator,Score
India,PV.EST,-0.615027368068695
India,RL.EST,0.113943412899971
China,PV.EST,-0.45127671957016
China,RL.EST,-0.04217629134655
Germany,PV.EST,0.628491878509521
Germany,RL.EST,1.53199517726898
USA,PV.EST,0.00870068650692701
USA,RL.EST,1.36920201778412
