RPG Life Sciences,Sun Pharma (Peer),Nifty Pharma Index
100.0,100.0,100.0
101.89892253995313,100.149686402991,100.08512504595592
99.19962803595233,102.37164878150476,100.80588158304553
92.93786671497732,101.30096576738343,99.25749649842926
94.91525565721503,102.78609949654536,99.86827431587017
95.00941952874082,101.3354921268103,99.36685023556076
96.64155839531861,101.2779307719613,99.82664319887654
95.19773679983162,102.14138096178908,100.14166472649035
95.6214532777761,102.37164878150476,100.38958254869206
95.33897213515951,102.69399684872302,100.86863468200313
98.71312168104292,103.39628420510152,101.48003748196122
97.48901229512917,103.39628420510152,101.93858048024262
100.75330050024556,104.67420004351635,103.70567910691332
106.057746580643,103.48839431969708,102.7618584213148
106.08913104716467,103.01635238271454,102.82213586136942
103.87634289807326,102.76307943466969,102.60404730183214
103.1230319258669,103.58048950074617,103.14523361937509
103.40552354044428,103.1084624973101,103.06880371853676
103.10733445662565,103.24661273565697,104.5886034377315
103.48398994272885,104.28278432389789,104.63707295566549
102.76207390900494,103.63805832236838,104.54449059404345
101.55365152037163,101.79599789914869,102.36047401829353
97.95983165275815,100.0,101.13705557144306
89.68926550714136,96.14322495610658,99.01144148819624
91.68236239058109,98.0082979744287,100.93573838741526
89.61079910485678,98.1464556795488,100.97550669244022
89.73633697094346,99.15956987204788,102.24677574249894
88.90459101233492,99.19411863179445,103.66280409267678
88.33961825514095,96.7764297265384,102.66120589709232
88.6064019285163,96.373485309049,103.44907220738546
89.75203444018469,95.46397259515021,102.70842544999196
91.44696318372742,96.46559542364456,103.5863863274213
91.05462070034379,96.373485309049,103.53667898003582
88.33961825514095,94.71526430958555,101.96032744472379
86.26806020539703,94.77323633696233,101.87893409049661
88.6064019285163,93.59046958984865,104.12012139708955
87.00565800042096,93.91515475708869,103.94240792172016
87.68048162642118,92.26853712322848,100.85061334145932
85.34211372339992,90.19285629911177,98.64982539019994
82.6898959191816,86.89963596493783,97.41646183319752
79.67671486212092,90.1001189755647,97.98747134561346
74.98430253075877,86.48217614028454,94.15503607575056
73.14815415982935,85.69365501984444,93.63745953465742
73.61895780951713,91.2712748903019,98.42800513893391
72.44193035936628,94.03112121216193,100.49023507291453
75.39233201142281,93.90355139148546,101.22901295054791
72.04959311196306,92.97587948508534,99.64210345814962
64.7520449121455,91.22490622852835,96.38814108416021
68.7539256763054,89.50872066846138,94.73039619462101
57.10923092872678,82.28447569737048,86.27393372066473
57.815433785268254,89.1028567426381,90.31825019943314
53.923414361875366,85.47333294207442,86.48270822035865
52.824853314009076,85.8444091714077,86.72813824807449
50.56497275719397,84.12821614456747,83.33126118256037
50.48650111892902,83.58320143278418,82.70681263103017
52.85624825249155,84.70800361929433,86.3901258587366
